,Azimuth_Right,Azimuth_Left,AOM_Right,AOM_Left,Elevation_Right,Elevation_Left,Xaxis_Right,Xaxis_Left,Yaxis_Right,Yaxis_Left,Zaxis_Right,Zaxis_Left,Pupil_Diameter_Right,Pupil_Diameter_Left,mode_status
346.945,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.055,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.164,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.273,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.383,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.492,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.601,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.711,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.820,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
347.930,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.039,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.148,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.258,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.367,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.476,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.586,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.695,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.804,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
348.914,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.023,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.132,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.242,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.351,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.460,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.570,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.679,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.788,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
349.898,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.007,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.117,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.226,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.335,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.445,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.554,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.663,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.773,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.882,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
350.991,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.210,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.319,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.429,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.538,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.647,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.757,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.866,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
351.975,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.085,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.194,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.304,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.413,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.522,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.632,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.741,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.850,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
352.960,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.069,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.178,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.288,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.397,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.616,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.725,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.834,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
353.944,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.053,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.162,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.272,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.381,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.490,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.600,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.709,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.819,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
354.928,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.037,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.147,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.256,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.475,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.584,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.693,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.803,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
355.912,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.021,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.131,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.240,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.349,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.459,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.568,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.677,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.787,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
356.896,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.006,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.115,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.224,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.334,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.443,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.552,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.662,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.771,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.880,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
357.990,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.099,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.208,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.318,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.427,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.536,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.646,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.755,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.864,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
358.974,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.083,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.193,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.302,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.411,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.521,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.630,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.739,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.849,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
359.958,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.067,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.177,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.286,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.395,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.505,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.614,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.723,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.833,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
360.942,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.051,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.161,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.270,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.379,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.489,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.598,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.708,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.817,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
361.926,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.036,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.145,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.254,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.364,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.473,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.582,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.692,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.801,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
362.910,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.020,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.129,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.238,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.348,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.457,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.566,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.676,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.785,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
363.895,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.004,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.113,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.223,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.332,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.441,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.551,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.660,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.769,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.879,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
364.988,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.097,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.207,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.316,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.425,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.535,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.644,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.753,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.863,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
365.972,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.082,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.191,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.300,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.410,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.519,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.628,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.738,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.847,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
366.956,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.066,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.175,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.284,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.394,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.503,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.612,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.722,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.831,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
367.940,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.050,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.159,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.269,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.378,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.487,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.597,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.706,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.815,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
368.925,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.034,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.143,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.253,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.362,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.471,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.581,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.690,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.799,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
369.909,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.018,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.127,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.237,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.346,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.455,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.565,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.674,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.784,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
370.893,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.002,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.112,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.221,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.440,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.658,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.768,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.877,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
371.986,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.096,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.205,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.314,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.424,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.533,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.642,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.752,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.861,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
372.971,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.080,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.189,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.299,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.408,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.517,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.627,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.736,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.845,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
373.955,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.064,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.173,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.283,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.392,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.501,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.611,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.720,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.829,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
374.939,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.048,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.158,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.267,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.376,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.486,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.595,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.704,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.814,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
375.923,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.032,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.142,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.251,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.360,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.470,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.579,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.688,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.798,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
376.907,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.016,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.126,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.235,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.344,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.454,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.563,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.673,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.782,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
377.891,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.001,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.110,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.219,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.329,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.438,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.547,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.657,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.766,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.875,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
378.985,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.094,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.203,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.313,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.422,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.531,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.641,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.750,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.860,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
379.969,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.078,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.188,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.313,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.422,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.531,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.641,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.750,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
380.859,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.078,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.187,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.297,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.406,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.515,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.625,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.734,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.843,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
381.953,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.062,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.171,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.281,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.390,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.500,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.609,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.718,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.828,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
382.937,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.046,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.156,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.265,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.374,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.484,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.593,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.702,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.812,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
383.921,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.030,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.140,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.249,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.358,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.468,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.577,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.687,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.796,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
384.905,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
385.015,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
385.124,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
385.233,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
