,Azimuth_Right,Azimuth_Left,AOM_Right,AOM_Left,Elevation_Right,Elevation_Left,Xaxis_Right,Xaxis_Left,Yaxis_Right,Yaxis_Left,Zaxis_Right,Zaxis_Left,Pupil_Diameter_Right,Pupil_Diameter_Left,mode_status
122.842,,,0.0,0.0,-16.92408710932096,13.602864123378723,-0.1658,-0.2207,0.9422,0.9466,0.2911,-0.2352,3.82,4.43,1.0
122.951,,,0.0,0.0,-16.92408710932096,13.602864123378723,-0.1658,-0.2207,0.9422,0.9466,0.2911,-0.2352,3.82,4.43,1.0
123.060,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.170,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.279,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.389,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.498,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.607,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.717,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.826,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
123.935,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.045,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.154,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.263,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.373,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.482,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.591,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.701,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.810,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
124.919,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.029,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.138,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.247,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.357,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.466,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.576,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.685,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.794,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
125.904,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.013,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.122,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.232,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.341,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.450,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.560,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.669,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.778,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.888,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
126.997,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.106,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.216,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.325,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.434,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.544,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.653,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.762,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.872,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
127.981,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.091,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.200,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.309,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.419,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.528,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.637,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.747,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.856,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
128.965,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.075,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.184,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.293,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.403,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.512,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.621,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.731,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.840,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
129.949,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.059,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.168,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.278,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.387,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.496,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.606,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.715,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.824,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
130.934,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.043,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.152,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.262,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.371,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.480,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.590,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.699,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.808,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
131.918,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.027,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.136,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.246,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.355,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.465,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.574,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.683,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.793,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
132.902,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.011,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.121,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.230,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.339,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.449,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.558,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.777,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.886,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
133.995,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.105,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.214,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.323,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.433,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.542,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.651,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.761,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.870,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
134.980,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.089,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.198,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.308,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.417,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.526,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.636,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.745,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.854,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
135.964,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.073,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.182,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.292,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.401,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.510,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.620,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.729,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.838,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
136.948,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.057,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.167,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.276,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.385,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.495,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.604,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.713,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.823,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
137.932,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.041,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.151,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.260,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.369,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.479,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.588,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.697,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.807,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
138.916,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.025,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.135,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.244,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.354,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.463,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.572,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.682,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.791,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
139.900,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.010,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.119,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.228,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.338,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.447,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.556,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.666,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.775,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.884,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
140.994,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.103,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.212,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.322,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.431,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.541,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.650,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.759,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.869,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
141.978,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.087,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.197,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.306,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.415,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.525,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.634,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.743,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.853,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
142.962,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.071,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.181,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.290,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.399,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.509,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.618,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.727,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.837,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
143.946,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.056,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.165,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.274,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.384,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.493,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.602,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.712,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.821,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
144.930,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.040,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.149,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.258,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.368,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.477,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.586,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.696,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.805,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
145.914,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.024,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.133,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.243,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.352,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.461,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.571,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.680,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.789,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
146.899,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.008,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.117,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.227,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.336,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.445,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.555,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.664,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.773,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.883,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
147.992,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.211,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.320,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.430,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.539,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.648,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.758,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.867,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
148.976,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.086,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.195,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.304,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.414,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.523,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.632,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.742,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.851,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
149.960,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.070,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.179,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.288,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.398,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.507,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.616,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.726,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.835,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
150.945,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.054,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.163,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.273,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.382,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.491,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.601,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.710,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.819,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
151.929,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.038,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.147,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.257,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.366,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.475,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.585,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.694,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.803,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
152.913,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.022,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.132,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.241,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.350,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.460,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.569,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.678,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.788,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
153.897,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.006,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.116,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.225,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.334,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.444,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.553,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.662,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.772,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.881,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
154.990,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.100,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.209,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.319,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.428,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.537,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.647,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.756,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.865,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
155.975,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.084,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.193,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.303,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.412,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.521,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.631,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.740,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.849,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
156.959,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.068,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.177,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.287,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.396,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.506,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.615,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.724,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.834,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
157.943,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.052,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.162,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.271,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.380,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.490,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.599,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.708,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.818,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
158.927,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.036,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.146,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.255,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.364,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.474,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.583,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.692,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.802,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
159.911,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
160.021,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
160.130,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
160.239,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
160.349,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
